game_id,pokemon_id,form_id,is_current,ingame_internal_id
1,1,1,False,
1,2,1,False,
1,3,1,False,
1,4,1,False,
1,5,1,False,
1,6,1,False,
1,7,1,False,
1,8,1,False,
1,9,1,False,
1,10,1,False,
1,11,1,False,
1,12,1,False,
1,13,1,False,
1,14,1,False,
1,15,1,False,
1,16,1,False,
1,17,1,False,
1,18,1,False,
1,19,1,False,
1,20,1,False,
1,21,1,False,
1,22,1,False,
1,23,1,False,
1,24,1,False,
1,25,1,False,
1,26,1,False,
1,27,1,False,
1,28,1,False,
1,29,1,False,
1,30,1,False,
1,31,1,False,
1,32,1,False,
1,33,1,False,
1,34,1,False,
1,35,1,False,
1,36,1,False,
1,37,1,False,
1,38,1,False,
1,39,1,False,
1,40,1,False,
1,41,1,False,
1,42,1,False,
1,43,1,False,
1,44,1,False,
1,45,1,False,
1,46,1,False,
1,47,1,False,
1,48,1,False,
1,49,1,False,
1,50,1,False,
1,51,1,False,
1,52,1,False,
1,53,1,False,
1,54,1,False,
1,55,1,False,
1,56,1,False,
1,57,1,False,
1,58,1,False,
1,59,1,False,
1,60,1,False,
1,61,1,False,
1,62,1,False,
1,63,1,False,
1,64,1,False,
1,65,1,False,
1,66,1,False,
1,67,1,False,
1,68,1,False,
1,69,1,False,
1,70,1,False,
1,71,1,False,
1,72,1,False,
1,73,1,False,
1,74,1,False,
1,75,1,False,
1,76,1,False,
1,77,1,False,
1,78,1,False,
1,79,1,False,
1,80,1,False,
1,81,1,False,
1,82,1,False,
1,83,1,False,
1,84,1,False,
1,85,1,False,
1,86,1,False,
1,87,1,False,
1,88,1,False,
1,89,1,False,
1,90,1,False,
1,91,1,False,
1,92,1,False,
1,93,1,False,
1,94,1,False,
1,95,1,False,
1,96,1,False,
1,97,1,False,
1,98,1,False,
1,99,1,False,
1,100,1,False,
1,101,1,False,
1,102,1,False,
1,103,1,False,
1,104,1,False,
1,105,1,False,
1,106,1,False,
1,107,1,False,
1,108,1,False,
1,109,1,False,
1,110,1,False,
1,111,1,False,
1,112,1,False,
1,113,1,False,
1,114,1,False,
1,115,1,False,
1,116,1,False,
1,117,1,False,
1,118,1,False,
1,119,1,False,
1,120,1,False,
1,121,1,False,
1,122,1,False,
1,123,1,False,
1,124,1,False,
1,125,1,False,
1,126,1,False,
1,127,1,False,
1,128,1,False,
1,129,1,False,
1,130,1,False,
1,131,1,False,
1,132,1,False,
1,133,1,False,
1,134,1,False,
1,135,1,False,
1,136,1,False,
1,137,1,False,
1,138,1,False,
1,139,1,False,
1,140,1,False,
1,141,1,False,
1,142,1,False,
1,143,1,False,
1,144,1,False,
1,145,1,False,
1,146,1,False,
1,147,1,False,
1,148,1,False,
1,149,1,False,
1,150,1,False,
1,151,1,False,
2,1,1,False,
2,2,1,False,
2,3,1,False,
2,4,1,False,
2,5,1,False,
2,6,1,False,
2,7,1,False,
2,8,1,False,
2,9,1,False,
2,10,1,False,
2,11,1,False,
2,12,1,False,
2,13,1,False,
2,14,1,False,
2,15,1,False,
2,16,1,False,
2,17,1,False,
2,18,1,False,
2,19,1,False,
2,20,1,False,
2,21,1,False,
2,22,1,False,
2,23,1,False,
2,24,1,False,
2,25,1,False,
2,26,1,False,
2,27,1,False,
2,28,1,False,
2,29,1,False,
2,30,1,False,
2,31,1,False,
2,32,1,False,
2,33,1,False,
2,34,1,False,
2,35,1,False,
2,36,1,False,
2,37,1,False,
2,38,1,False,
2,39,1,False,
2,40,1,False,
2,41,1,False,
2,42,1,False,
2,43,1,False,
2,44,1,False,
2,45,1,False,
2,46,1,False,
2,47,1,False,
2,48,1,False,
2,49,1,False,
2,50,1,False,
2,51,1,False,
2,52,1,False,
2,53,1,False,
2,54,1,False,
2,55,1,False,
2,56,1,False,
2,57,1,False,
2,58,1,False,
2,59,1,False,
2,60,1,False,
2,61,1,False,
2,62,1,False,
2,63,1,False,
2,64,1,False,
2,65,1,False,
2,66,1,False,
2,67,1,False,
2,68,1,False,
2,69,1,False,
2,70,1,False,
2,71,1,False,
2,72,1,False,
2,73,1,False,
2,74,1,False,
2,75,1,False,
2,76,1,False,
2,77,1,False,
2,78,1,False,
2,79,1,False,
2,80,1,False,
2,81,1,False,
2,82,1,False,
2,83,1,False,
2,84,1,False,
2,85,1,False,
2,86,1,False,
2,87,1,False,
2,88,1,False,
2,89,1,False,
2,90,1,False,
2,91,1,False,
2,92,1,False,
2,93,1,False,
2,94,1,False,
2,95,1,False,
2,96,1,False,
2,97,1,False,
2,98,1,False,
2,99,1,False,
2,100,1,False,
2,101,1,False,
2,102,1,False,
2,103,1,False,
2,104,1,False,
2,105,1,False,
2,106,1,False,
2,107,1,False,
2,108,1,False,
2,109,1,False,
2,110,1,False,
2,111,1,False,
2,112,1,False,
2,113,1,False,
2,114,1,False,
2,115,1,False,
2,116,1,False,
2,117,1,False,
2,118,1,False,
2,119,1,False,
2,120,1,False,
2,121,1,False,
2,122,1,False,
2,123,1,False,
2,124,1,False,
2,125,1,False,
2,126,1,False,
2,127,1,False,
2,128,1,False,
2,129,1,False,
2,130,1,False,
2,131,1,False,
2,132,1,False,
2,133,1,False,
2,134,1,False,
2,135,1,False,
2,136,1,False,
2,137,1,False,
2,138,1,False,
2,139,1,False,
2,140,1,False,
2,141,1,False,
2,142,1,False,
2,143,1,False,
2,144,1,False,
2,145,1,False,
2,146,1,False,
2,147,1,False,
2,148,1,False,
2,149,1,False,
2,150,1,False,
2,151,1,False,
3,1,1,False,
3,2,1,False,
3,3,1,False,
3,4,1,False,
3,5,1,False,
3,6,1,False,
3,7,1,False,
3,8,1,False,
3,9,1,False,
3,10,1,False,
3,11,1,False,
3,12,1,False,
3,13,1,False,
3,14,1,False,
3,15,1,False,
3,16,1,False,
3,17,1,False,
3,18,1,False,
3,19,1,False,
3,20,1,False,
3,21,1,False,
3,22,1,False,
3,23,1,False,
3,24,1,False,
3,25,1,False,
3,26,1,False,
3,27,1,False,
3,28,1,False,
3,29,1,False,
3,30,1,False,
3,31,1,False,
3,32,1,False,
3,33,1,False,
3,34,1,False,
3,35,1,False,
3,36,1,False,
3,37,1,False,
3,38,1,False,
3,39,1,False,
3,40,1,False,
3,41,1,False,
3,42,1,False,
3,43,1,False,
3,44,1,False,
3,45,1,False,
3,46,1,False,
3,47,1,False,
3,48,1,False,
3,49,1,False,
3,50,1,False,
3,51,1,False,
3,52,1,False,
3,53,1,False,
3,54,1,False,
3,55,1,False,
3,56,1,False,
3,57,1,False,
3,58,1,False,
3,59,1,False,
3,60,1,False,
3,61,1,False,
3,62,1,False,
3,63,1,False,
3,64,1,False,
3,65,1,False,
3,66,1,False,
3,67,1,False,
3,68,1,False,
3,69,1,False,
3,70,1,False,
3,71,1,False,
3,72,1,False,
3,73,1,False,
3,74,1,False,
3,75,1,False,
3,76,1,False,
3,77,1,False,
3,78,1,False,
3,79,1,False,
3,80,1,False,
3,81,1,False,
3,82,1,False,
3,83,1,False,
3,84,1,False,
3,85,1,False,
3,86,1,False,
3,87,1,False,
3,88,1,False,
3,89,1,False,
3,90,1,False,
3,91,1,False,
3,92,1,False,
3,93,1,False,
3,94,1,False,
3,95,1,False,
3,96,1,False,
3,97,1,False,
3,98,1,False,
3,99,1,False,
3,100,1,False,
3,101,1,False,
3,102,1,False,
3,103,1,False,
3,104,1,False,
3,105,1,False,
3,106,1,False,
3,107,1,False,
3,108,1,False,
3,109,1,False,
3,110,1,False,
3,111,1,False,
3,112,1,False,
3,113,1,False,
3,114,1,False,
3,115,1,False,
3,116,1,False,
3,117,1,False,
3,118,1,False,
3,119,1,False,
3,120,1,False,
3,121,1,False,
3,122,1,False,
3,123,1,False,
3,124,1,False,
3,125,1,False,
3,126,1,False,
3,127,1,False,
3,128,1,False,
3,129,1,False,
3,130,1,False,
3,131,1,False,
3,132,1,False,
3,133,1,False,
3,134,1,False,
3,135,1,False,
3,136,1,False,
3,137,1,False,
3,138,1,False,
3,139,1,False,
3,140,1,False,
3,141,1,False,
3,142,1,False,
3,143,1,False,
3,144,1,False,
3,145,1,False,
3,146,1,False,
3,147,1,False,
3,148,1,False,
3,149,1,False,
3,150,1,False,
3,151,1,False,
4,1,1,False,
4,2,1,False,
4,3,1,False,
4,4,1,False,
4,5,1,False,
4,6,1,False,
4,7,1,False,
4,8,1,False,
4,9,1,False,
4,10,1,False,
4,11,1,False,
4,12,1,False,
4,13,1,False,
4,14,1,False,
4,15,1,False,
4,16,1,False,
4,17,1,False,
4,18,1,False,
4,19,1,False,
4,20,1,False,
4,21,1,False,
4,22,1,False,
4,23,1,False,
4,24,1,False,
4,25,1,False,
4,26,1,False,
4,27,1,False,
4,28,1,False,
4,29,1,False,
4,30,1,False,
4,31,1,False,
4,32,1,False,
4,33,1,False,
4,34,1,False,
4,35,1,False,
4,36,1,False,
4,37,1,False,
4,38,1,False,
4,39,1,False,
4,40,1,False,
4,41,1,False,
4,42,1,False,
4,43,1,False,
4,44,1,False,
4,45,1,False,
4,46,1,False,
4,47,1,False,
4,48,1,False,
4,49,1,False,
4,50,1,False,
4,51,1,False,
4,52,1,False,
4,53,1,False,
4,54,1,False,
4,55,1,False,
4,56,1,False,
4,57,1,False,
4,58,1,False,
4,59,1,False,
4,60,1,False,
4,61,1,False,
4,62,1,False,
4,63,1,False,
4,64,1,False,
4,65,1,False,
4,66,1,False,
4,67,1,False,
4,68,1,False,
4,69,1,False,
4,70,1,False,
4,71,1,False,
4,72,1,False,
4,73,1,False,
4,74,1,False,
4,75,1,False,
4,76,1,False,
4,77,1,False,
4,78,1,False,
4,79,1,False,
4,80,1,False,
4,81,1,False,
4,82,1,False,
4,83,1,False,
4,84,1,False,
4,85,1,False,
4,86,1,False,
4,87,1,False,
4,88,1,False,
4,89,1,False,
4,90,1,False,
4,91,1,False,
4,92,1,False,
4,93,1,False,
4,94,1,False,
4,95,1,False,
4,96,1,False,
4,97,1,False,
4,98,1,False,
4,99,1,False,
4,100,1,False,
4,101,1,False,
4,102,1,False,
4,103,1,False,
4,104,1,False,
4,105,1,False,
4,106,1,False,
4,107,1,False,
4,108,1,False,
4,109,1,False,
4,110,1,False,
4,111,1,False,
4,112,1,False,
4,113,1,False,
4,114,1,False,
4,115,1,False,
4,116,1,False,
4,117,1,False,
4,118,1,False,
4,119,1,False,
4,120,1,False,
4,121,1,False,
4,122,1,False,
4,123,1,False,
4,124,1,False,
4,125,1,False,
4,126,1,False,
4,127,1,False,
4,128,1,False,
4,129,1,False,
4,130,1,False,
4,131,1,False,
4,132,1,False,
4,133,1,False,
4,134,1,False,
4,135,1,False,
4,136,1,False,
4,137,1,False,
4,138,1,False,
4,139,1,False,
4,140,1,False,
4,141,1,False,
4,142,1,False,
4,143,1,False,
4,144,1,False,
4,145,1,False,
4,146,1,False,
4,147,1,False,
4,148,1,False,
4,149,1,False,
4,150,1,False,
4,151,1,False,
4,152,1,False,
4,153,1,False,
4,154,1,False,
4,155,1,False,
4,156,1,False,
4,157,1,False,
4,158,1,False,
4,159,1,False,
4,160,1,False,
4,161,1,False,
4,162,1,False,
4,163,1,False,
4,164,1,False,
4,165,1,False,
4,166,1,False,
4,167,1,False,
4,168,1,False,
4,169,1,False,
4,170,1,False,
4,171,1,False,
4,172,1,False,
4,173,1,False,
4,174,1,False,
4,175,1,False,
4,176,1,False,
4,177,1,False,
4,178,1,False,
4,179,1,False,
4,180,1,False,
4,181,1,False,
4,182,1,False,
4,183,1,False,
4,184,1,False,
4,185,1,False,
4,186,1,False,
4,187,1,False,
4,188,1,False,
4,189,1,False,
4,190,1,False,
4,191,1,False,
4,192,1,False,
4,193,1,False,
4,194,1,False,
4,195,1,False,
4,196,1,False,
4,197,1,False,
4,198,1,False,
4,199,1,False,
4,200,1,False,
4,201,1,False,
4,201,2,False,
4,201,3,False,
4,201,4,False,
4,201,5,False,
4,201,6,False,
4,201,7,False,
4,201,8,False,
4,201,9,False,
4,201,10,False,
4,201,11,False,
4,201,12,False,
4,201,13,False,
4,201,14,False,
4,201,15,False,
4,201,16,False,
4,201,17,False,
4,201,18,False,
4,201,19,False,
4,201,20,False,
4,201,21,False,
4,201,22,False,
4,201,23,False,
4,201,24,False,
4,201,25,False,
4,201,26,False,
4,202,1,False,
4,203,1,False,
4,204,1,False,
4,205,1,False,
4,206,1,False,
4,207,1,False,
4,208,1,False,
4,209,1,False,
4,210,1,False,
4,211,1,False,
4,212,1,False,
4,213,1,False,
4,214,1,False,
4,215,1,False,
4,216,1,False,
4,217,1,False,
4,218,1,False,
4,219,1,False,
4,220,1,False,
4,221,1,False,
4,222,1,False,
4,223,1,False,
4,224,1,False,
4,225,1,False,
4,226,1,False,
4,227,1,False,
4,228,1,False,
4,229,1,False,
4,230,1,False,
4,231,1,False,
4,232,1,False,
4,233,1,False,
4,234,1,False,
4,235,1,False,
4,236,1,False,
4,237,1,False,
4,238,1,False,
4,239,1,False,
4,240,1,False,
4,241,1,False,
4,242,1,False,
4,243,1,False,
4,244,1,False,
4,245,1,False,
4,246,1,False,
4,247,1,False,
4,248,1,False,
4,249,1,False,
4,250,1,False,
4,251,1,False,
5,1,1,False,
5,2,1,False,
5,3,1,False,
5,4,1,False,
5,5,1,False,
5,6,1,False,
5,7,1,False,
5,8,1,False,
5,9,1,False,
5,10,1,False,
5,11,1,False,
5,12,1,False,
5,13,1,False,
5,14,1,False,
5,15,1,False,
5,16,1,False,
5,17,1,False,
5,18,1,False,
5,19,1,False,
5,20,1,False,
5,21,1,False,
5,22,1,False,
5,23,1,False,
5,24,1,False,
5,25,1,False,
5,26,1,False,
5,27,1,False,
5,28,1,False,
5,29,1,False,
5,30,1,False,
5,31,1,False,
5,32,1,False,
5,33,1,False,
5,34,1,False,
5,35,1,False,
5,36,1,False,
5,37,1,False,
5,38,1,False,
5,39,1,False,
5,40,1,False,
5,41,1,False,
5,42,1,False,
5,43,1,False,
5,44,1,False,
5,45,1,False,
5,46,1,False,
5,47,1,False,
5,48,1,False,
5,49,1,False,
5,50,1,False,
5,51,1,False,
5,52,1,False,
5,53,1,False,
5,54,1,False,
5,55,1,False,
5,56,1,False,
5,57,1,False,
5,58,1,False,
5,59,1,False,
5,60,1,False,
5,61,1,False,
5,62,1,False,
5,63,1,False,
5,64,1,False,
5,65,1,False,
5,66,1,False,
5,67,1,False,
5,68,1,False,
5,69,1,False,
5,70,1,False,
5,71,1,False,
5,72,1,False,
5,73,1,False,
5,74,1,False,
5,75,1,False,
5,76,1,False,
5,77,1,False,
5,78,1,False,
5,79,1,False,
5,80,1,False,
5,81,1,False,
5,82,1,False,
5,83,1,False,
5,84,1,False,
5,85,1,False,
5,86,1,False,
5,87,1,False,
5,88,1,False,
5,89,1,False,
5,90,1,False,
5,91,1,False,
5,92,1,False,
5,93,1,False,
5,94,1,False,
5,95,1,False,
5,96,1,False,
5,97,1,False,
5,98,1,False,
5,99,1,False,
5,100,1,False,
5,101,1,False,
5,102,1,False,
5,103,1,False,
5,104,1,False,
5,105,1,False,
5,106,1,False,
5,107,1,False,
5,108,1,False,
5,109,1,False,
5,110,1,False,
5,111,1,False,
5,112,1,False,
5,113,1,False,
5,114,1,False,
5,115,1,False,
5,116,1,False,
